company,rate,amount,id,year,state
Other,,43,24382,2013,West Virginia
Other,,43,917742,2013,Michigan
Wells Fargo,,43,451965,2013,New Mexico
Other,,43,2734,2013,Washington
Other,,43,24382,2013,Pennsylvania
Other,,43,2353595,2013,West Virginia
Other,,43,24382,2013,Florida
Other,,43,12437,2013,Mississippi
Other,,43,24382,2013,New York
Other,,43,12311,2013,Michigan
Other,,43,10677,2013,Pennsylvania
Other,,43,656377,2013,Arizona
Other,,43,804963,2013,Nevada
Other,,43,402,2013,Oklahoma
Other,,43,1004368,2013,Arizona
Other,,43,817824,2013,Michigan
Other,,43,2736451,2013,Virginia
Other,,43,852320,2013,Kentucky
Other,,43,617677,2013,Texas
Other,,43,675332,2013,Florida
Other,,43,24382,2013,Kentucky
Other,,43,509811,2013,Kentucky
Wells Fargo,,43,451965,2013,Arizona
Other,,43,12437,2013,Mississippi
Other,,43,8531,2013,New York
Other,,43,309150,2013,Missouri
Other,,43,11432,2013,Mississippi
Other,,43,27-0730985,2013,Illinois
Other,,43,24382,2013,North Dakota
Other,,43,27-0730985,2013,Illinois
Other,,43,675332,2013,Florida
Other,,43,339858,2013,Oklahoma
Other,,43,75633,2013,Wisconsin
Other,,43,17398,2013,Maine
Other,,43,11583,2013,New York
Other,,43,24382,2013,Tennessee
Other,,43,1700,2013,Tennessee
Other,,43,35513,2013,Georgia
Other,,43,12985,2013,Pennsylvania
Other,,43,14397,2013,Wisconsin
Other,,43,2540,2013,Maryland
Other,,43,11466,2013,Missouri
Other,,43,34087,2013,Missouri
Wells Fargo,,43,451965,2013,Missouri
Other,,43,9589,2013,Louisiana
Other,,43,14568,2013,Louisiana
Other,,43,713926,2013,Virginia
Wells Fargo,,43,451965,2013,North Carolina
Other,,43,58596,2013,North Carolina
Other,,43,817824,2013,North Carolina
Other,,43,67021,2013,Tennessee
Other,,43,27955,2013,Indiana
Other,,43,1189117,2013,North Carolina
Other,,43,24382,2013,Tennessee
Other,,43,468806,2013,Maine
Other,,43,395238,2013,Alabama
Wells Fargo,,43,451965,2013,Pennsylvania
Other,,43,24382,2013,Tennessee
Other,,43,504713,2013,South Carolina
Other,,43,9437,2013,Ohio
Other,,43,504713,2013,Tennessee
Other,,43,10406,2013,Arkansas
Other,,43,31-1197926,2013,Indiana
Other,,43,61-1355156,2013,Tennessee
Other,,43,58208,2013,Tennessee
Other,,43,617677,2013,Florida
Other,,43,15932,2013,South Carolina
Wells Fargo,,43,451965,2013,Georgia
Other,,43,852320,2013,North Carolina
Other,,43,14062,2013,Michigan
Other,,43,31-1197926,2013,Indiana
Clayton,13.27,42,7162800002,2013,California
Clayton,13.07,42,62-0997810,2013,Missouri
Clayton,12.6,42,7162800002,2013,New Mexico
Clayton,12.16,42,62-0997810,2013,Louisiana
Clayton,12.01,42,62-0997810,2013,Texas
Clayton,11.99,42,62-0997810,2013,Virginia
Clayton,11.68,42,7162800002,2013,Indiana
Clayton,11.66,42,62-0997810,2013,Louisiana
Clayton,11.59,42,62-0997810,2013,Louisiana
Clayton,11.56,42,62-0997810,2013,Florida
Clayton,11.44,42,62-0997810,2013,Alabama
Clayton,11.29,42,62-0997810,2013,Georgia
Clayton,11.28,42,7162800002,2013,Arkansas
Clayton,11.14,42,62-0997810,2013,Texas
Clayton,11.08,42,62-0997810,2013,Louisiana
Clayton,11.01,42,7162800002,2013,California
Clayton,10.98,42,62-0997810,2013,Oklahoma
Clayton,10.59,42,62-0997810,2013,Oklahoma
Clayton,10.58,42,62-0997810,2013,Georgia
Clayton,10.56,42,62-0997810,2013,Arkansas
Clayton,10.52,42,7162800002,2013,Texas
Clayton,10.48,42,7162800002,2013,Oklahoma
Clayton,10.45,42,62-0997810,2013,West Virginia
Clayton,10.44,42,7162800002,2013,Texas
Clayton,10.33,42,62-0997810,2013,Kentucky
Clayton,10.33,42,62-0997810,2013,Tennessee
Clayton,10.29,42,62-0997810,2013,Alabama
Clayton,10.27,42,7162800002,2013,Texas
Clayton,10.27,42,7162800002,2013,Mississippi
Clayton,10.26,42,7162800002,2013,Mississippi
Clayton,10.26,42,7162800002,2013,Alabama
Clayton,10.25,42,7162800002,2013,Texas
Clayton,10.25,42,62-0997810,2013,West Virginia
Clayton,10.25,42,7162800002,2013,Texas
Clayton,10.25,42,7162800002,2013,Alabama
Clayton,10.24,42,62-0997810,2013,Alabama
Clayton,10.21,42,62-0997810,2013,Texas
Clayton,10.19,42,62-0997810,2013,Arkansas
Clayton,10.19,42,7162800002,2013,Mississippi
Clayton,10.18,42,7162800002,2013,Mississippi
Clayton,10.18,42,7162800002,2013,Louisiana
Clayton,10.17,42,7162800002,2013,Texas
Clayton,10.17,42,7162800002,2013,Kentucky
Clayton,10.16,42,7162800002,2013,Texas
Clayton,10.16,42,7162800002,2013,Louisiana
Clayton,10.15,42,62-0997810,2013,Texas
Clayton,10.13,42,7162800002,2013,Kentucky
Clayton,10.11,42,7162800002,2013,Georgia
Clayton,10.11,42,62-0997810,2013,Arizona
Clayton,10.11,42,7162800002,2013,Louisiana
Clayton,10.11,42,7162800002,2013,Louisiana
Clayton,10.11,42,62-0997810,2013,Louisiana
Clayton,10.11,42,62-0997810,2013,Texas
Clayton,10.1,42,7162800002,2013,Texas
Clayton,10.1,42,7162800002,2013,Arkansas
Clayton,10.1,42,62-0997810,2013,Mississippi
Clayton,10.1,42,7162800002,2013,Louisiana
Clayton,10.1,42,7162800002,2013,Alabama
Clayton,10.1,42,7162800002,2013,Alabama
Other,10.1,42,26-2984095,2013,Michigan
Clayton,10.09,42,7162800002,2013,Texas
Clayton,10.09,42,7162800002,2013,Louisiana
Clayton,10.09,42,7162800002,2013,Oklahoma
Clayton,10.07,42,7162800002,2013,Texas
Clayton,10.06,42,62-0997810,2013,Louisiana
Clayton,10.06,42,7162800002,2013,Alabama
Clayton,10.03,42,7162800002,2013,Texas
Clayton,10.03,42,7162800002,2013,Louisiana
Clayton,10.01,42,7162800002,2013,Florida
Clayton,9.92,42,7162800002,2013,Texas
Clayton,9.9,42,7162800002,2013,Texas
Clayton,9.88,42,62-0997810,2013,Colorado
Clayton,9.86,42,7162800002,2013,Texas
Clayton,9.86,42,7162800002,2013,Louisiana
Clayton,9.86,42,7162800002,2013,Louisiana
Clayton,9.8,42,62-0997810,2013,Louisiana
Clayton,9.78,42,7162800002,2013,South Carolina
Clayton,9.77,42,7162800002,2013,Texas
Other,9.76,42,6104,2013,Mississippi
Clayton,9.72,42,7162800002,2013,Alabama
Clayton,9.69,42,7162800002,2013,Alabama
Clayton,9.68,42,7162800002,2013,Georgia
Clayton,9.66,42,7162800002,2013,Texas
Clayton,9.64,42,7162800002,2013,California
Clayton,9.62,42,7162800002,2013,Mississippi
Other,9.6,42,86-0628165,2013,Wisconsin
Clayton,9.58,42,62-0997810,2013,South Carolina
Clayton,9.55,42,62-0997810,2013,South Carolina
Clayton,9.54,42,62-0997810,2013,Mississippi
Clayton,9.52,42,7162800002,2013,California
Clayton,9.52,42,7162800002,2013,Louisiana
Clayton,9.49,42,7162800002,2013,Arizona
Clayton,9.49,42,7162800002,2013,Texas
Clayton,9.4,42,7162800002,2013,Mississippi
Clayton,9.34,42,62-0997810,2013,North Carolina
Clayton,9.29,42,62-0997810,2013,North Carolina
Clayton,9.28,42,62-0997810,2013,Oklahoma
Clayton,9.28,42,7162800002,2013,Oklahoma
Clayton,9.28,42,62-0997810,2013,Alabama
Clayton,9.27,42,62-0997810,2013,Kentucky
Clayton,9.25,42,62-0997810,2013,Arkansas
Clayton,9.25,42,62-0997810,2013,New Mexico
Clayton,9.21,42,62-0997810,2013,Texas
Clayton,9.2,42,7162800002,2013,California
Clayton,9.2,42,62-0997810,2013,Tennessee
Clayton,9.17,42,62-0997810,2013,Kentucky
Clayton,9.15,42,62-0997810,2013,Alabama
Clayton,9.13,42,62-0997810,2013,Louisiana
Clayton,9.12,42,62-0997810,2013,North Carolina
Clayton,9.12,42,62-0997810,2013,Texas
Clayton,9.12,42,62-0997810,2013,Mississippi
Clayton,9.12,42,62-0997810,2013,Texas
Clayton,9.11,42,7162800002,2013,Arkansas
Clayton,9.11,42,62-0997810,2013,Texas
Clayton,9.11,42,62-0997810,2013,West Virginia
Clayton,9.11,42,62-0997810,2013,Mississippi
Clayton,9.1,42,62-0997810,2013,Mississippi
Clayton,9.09,42,7162800002,2013,Texas
Clayton,9.09,42,62-0997810,2013,Alabama
Clayton,9.09,42,7162800002,2013,Texas
Clayton,9.09,42,62-0997810,2013,Tennessee
Clayton,9.08,42,62-0997810,2013,Arizona
Clayton,9.06,42,62-0997810,2013,Arkansas
Other,9.05,42,6104,2013,Mississippi
Clayton,9.03,42,7162800002,2013,Montana
Clayton,9.03,42,62-0997810,2013,Missouri
Clayton,9.02,42,62-0997810,2013,Texas
Clayton,9.02,42,7162800002,2013,Texas
Clayton,8.96,42,62-0997810,2013,Florida
Clayton,8.94,42,62-0997810,2013,North Carolina
Clayton,8.89,42,62-0997810,2013,Texas
Clayton,8.87,42,7162800002,2013,South Carolina
Clayton,8.86,42,62-0997810,2013,Tennessee
Clayton,8.86,42,62-0997810,2013,Louisiana
Clayton,8.85,42,7162800002,2013,California
Clayton,8.84,42,7162800002,2013,Mississippi
Clayton,8.81,42,62-0997810,2013,Louisiana
Clayton,8.79,42,62-0997810,2013,Louisiana
Clayton,8.77,42,62-0997810,2013,West Virginia
Clayton,8.71,42,62-0997810,2013,Oklahoma
Clayton,8.69,42,62-0997810,2013,Tennessee
Clayton,8.67,42,62-0997810,2013,Tennessee
Clayton,8.66,42,62-0997810,2013,Tennessee
Other,8.66,42,58745,2013,New Mexico
Clayton,8.63,42,62-0997810,2013,Alabama
Clayton,8.56,42,7162800002,2013,Louisiana
Clayton,8.51,42,7162800002,2013,California
Clayton,8.5,42,62-0997810,2013,South Carolina
Clayton,8.49,42,7162800002,2013,Louisiana
Clayton,8.48,42,62-0997810,2013,Arizona
Clayton,8.43,42,62-0997810,2013,Florida
Clayton,8.36,42,7162800002,2013,Mississippi
Clayton,8.34,42,62-0997810,2013,South Carolina
Clayton,8.33,42,7162800002,2013,Texas
Clayton,8.29,42,7162800002,2013,Mississippi
Clayton,8.28,42,62-0997810,2013,Texas
Clayton,8.24,42,62-0997810,2013,Texas
Clayton,8.19,42,62-0997810,2013,Illinois
Clayton,8.06,42,62-0997810,2013,Arkansas
Clayton,8.04,42,7162800002,2013,California
Clayton,8.03,42,7162800002,2013,Mississippi
Clayton,8.03,42,7162800002,2013,Virginia
Clayton,8.01,42,7162800002,2013,Texas
Clayton,7.96,42,62-0997810,2013,Missouri
Clayton,7.95,42,7162800002,2013,Michigan
Clayton,7.9,42,7162800002,2013,Texas
Clayton,7.9,42,7162800002,2013,South Carolina
Clayton,7.87,42,62-0997810,2013,Alabama
Clayton,7.84,42,7162800002,2013,North Carolina
Clayton,7.82,42,7162800002,2013,Texas
Clayton,7.82,42,7162800002,2013,Texas
Clayton,7.73,42,62-0997810,2013,South Carolina
Clayton,7.69,42,7162800002,2013,Missouri
Clayton,7.67,42,7162800002,2013,Ohio
Clayton,7.66,42,7162800002,2013,South Carolina
Clayton,7.64,42,62-0997810,2013,West Virginia
Clayton,7.6,42,7162800002,2013,South Carolina
Clayton,7.6,42,62-0997810,2013,Kentucky
Clayton,7.58,42,62-0997810,2013,Ohio
Clayton,7.54,42,62-0997810,2013,Tennessee
Clayton,7.52,42,62-0997810,2013,South Carolina
Clayton,7.48,42,62-0997810,2013,Texas
Clayton,7.48,42,7162800002,2013,Ohio
Clayton,7.48,42,62-0997810,2013,North Carolina
Other,7.48,42,24063,2013,South Carolina
Clayton,7.46,42,62-0997810,2013,Texas
Clayton,7.46,42,62-0997810,2013,South Carolina
Clayton,7.44,42,62-0997810,2013,North Carolina
Clayton,7.44,42,62-0997810,2013,Tennessee
Clayton,7.41,42,7162800002,2013,North Carolina
Other,7.39,42,12854,2013,Pennsylvania
Clayton,7.37,42,7162800002,2013,South Carolina
Clayton,7.37,42,7162800002,2013,Kentucky
Clayton,7.34,42,62-0997810,2013,Louisiana
Clayton,7.3,42,7162800002,2013,Alabama
Other,7.29,42,6104,2013,Mississippi
Clayton,7.28,42,62-0997810,2013,Arkansas
Clayton,7.28,42,7162800002,2013,Michigan
Clayton,7.27,42,62-0997810,2013,South Carolina
Clayton,7.26,42,7162800002,2013,Pennsylvania
Clayton,7.25,42,7162800002,2013,Ohio
Clayton,7.22,42,7162800002,2013,Alabama
Clayton,7.22,42,62-0997810,2013,North Carolina
Clayton,7.21,42,62-0997810,2013,Alabama
Clayton,7.2,42,62-0997810,2013,South Carolina
Clayton,7.2,42,7162800002,2013,Georgia
Other,7.2,42,57554,2013,Alabama
Clayton,7.18,42,7162800002,2013,Texas
Clayton,7.17,42,62-0997810,2013,South Carolina
Clayton,7.17,42,7162800002,2013,Missouri
Clayton,7.16,42,62-0997810,2013,Colorado
Clayton,7.16,42,7162800002,2013,Michigan
Clayton,7.15,42,7162800002,2013,Texas
Clayton,7.15,42,7162800002,2013,Missouri
Clayton,7.1,42,7162800002,2013,North Carolina
Clayton,7.07,42,7162800002,2013,Colorado
Clayton,7.05,42,7162800002,2013,New Mexico
Clayton,7.04,42,62-0997810,2013,North Carolina
Clayton,7.04,42,7162800002,2013,Louisiana
Other,7.02,42,6104,2013,Mississippi
Other,6.97,42,6104,2013,Mississippi
Clayton,6.96,42,62-0997810,2013,Tennessee
Other,6.96,42,26-2984095,2013,Michigan
Clayton,6.94,42,7162800002,2013,Illinois
Clayton,6.9,42,7162800002,2013,Colorado
Clayton,6.9,42,7162800002,2013,Mississippi
Other,6.89,42,26-2984095,2013,Texas
Clayton,6.85,42,7162800002,2013,Louisiana
Clayton,6.83,42,62-0997810,2013,North Carolina
Clayton,6.81,42,62-0997810,2013,Arizona
Clayton,6.8,42,62-0997810,2013,North Carolina
Clayton,6.8,42,7162800002,2013,South Carolina
Clayton,6.8,42,7162800002,2013,Pennsylvania
Clayton,6.8,42,7162800002,2013,Texas
Clayton,6.78,42,7162800002,2013,Alabama
Clayton,6.71,42,62-0997810,2013,Virginia
Other,6.68,42,26-2984095,2013,Colorado
Clayton,6.67,42,62-0997810,2013,North Carolina
Clayton,6.67,42,62-0997810,2013,Alabama
Clayton,6.66,42,62-0997810,2013,Kentucky
Clayton,6.65,42,7162800002,2013,Ohio
Clayton,6.63,42,7162800002,2013,Virginia
Clayton,6.63,42,62-0997810,2013,Alabama
Other,6.63,42,26-2984095,2013,Texas
Other,6.62,42,26-2984095,2013,Texas
Clayton,6.6,42,62-0997810,2013,North Carolina
Clayton,6.59,42,7162800002,2013,Oklahoma
Clayton,6.57,42,7162800002,2013,Indiana
Clayton,6.56,42,7162800002,2013,Alabama
Clayton,6.54,42,62-0997810,2013,Tennessee
Clayton,6.53,42,62-0997810,2013,North Carolina
Clayton,6.51,42,7162800002,2013,California
Clayton,6.48,42,62-0997810,2013,South Carolina
Clayton,6.48,42,62-0997810,2013,Tennessee
Clayton,6.47,42,7162800002,2013,Nebraska
Other,6.46,42,213912,2013,Ohio
Clayton,6.45,42,62-0997810,2013,Georgia
Clayton,6.43,42,7162800002,2013,Arkansas
Clayton,6.41,42,7162800002,2013,Texas
Clayton,6.4,42,62-0997810,2013,Alabama
Other,6.3,42,12854,2013,Illinois
Clayton,6.26,42,62-0997810,2013,New Mexico
Other,6.25,42,504713,2013,Texas
Clayton,6.22,42,7162800002,2013,Wyoming
Clayton,6.2,42,7162800002,2013,Kentucky
Clayton,6.2,42,7162800002,2013,Florida
Other,6.2,42,504713,2013,Alabama
Clayton,6.19,42,7162800002,2013,Michigan
Clayton,6.19,42,62-0997810,2013,Kentucky
Other,6.18,42,504713,2013,Texas
Clayton,6.17,42,62-0997810,2013,Kentucky
Clayton,6.16,42,62-0997810,2013,South Carolina
Clayton,6.16,42,62-0997810,2013,Texas
Other,6.16,42,26799,2013,Alabama
Clayton,6.11,42,62-0997810,2013,Indiana
Clayton,6.1,42,62-0997810,2013,Louisiana
Clayton,6.09,42,62-0997810,2013,Kentucky
Other,6.08,42,12854,2013,Missouri
Clayton,6.07,42,62-0997810,2013,Mississippi
Clayton,6.05,42,7162800002,2013,Oklahoma
Clayton,6.03,42,62-0997810,2013,Kentucky
Clayton,6.01,42,7162800002,2013,Missouri
Clayton,5.98,42,62-0997810,2013,Mississippi
Clayton,5.98,42,62-0997810,2013,Texas
Other,5.97,42,504713,2013,Alabama
Other,5.96,42,504713,2013,Mississippi
Clayton,5.94,42,62-0997810,2013,Kentucky
Clayton,5.92,42,7162800002,2013,New York
Other,5.91,42,32532,2013,Georgia
Clayton,5.9,42,7162800002,2013,Oklahoma
Clayton,5.9,42,7162800002,2013,Texas
Clayton,5.9,42,7162800002,2013,Nebraska
Clayton,5.9,42,7162800002,2013,Florida
Clayton,5.89,42,7162800002,2013,Michigan
Other,5.89,42,24063,2013,South Carolina
Other,5.89,42,67173,2013,
Clayton,5.87,42,7162800002,2013,California
Clayton,5.87,42,7162800002,2013,Kentucky
Other,5.82,42,4009,2013,Wyoming
Other,5.8,42,4009,2013,Wyoming
Other,5.78,42,12067,2013,California
Other,5.77,42,24382,2013,Illinois
Other,5.77,42,504713,2013,Alabama
Clayton,5.76,42,7162800002,2013,Texas
Clayton,5.74,42,62-0997810,2013,Arkansas
Other,5.74,42,15019,2013,North Carolina
Clayton,5.72,42,7162800002,2013,Mississippi
Clayton,5.71,42,7162800002,2013,Colorado
Other,5.71,42,504713,2013,Florida
Clayton,5.7,42,7162800002,2013,Alabama
Other,5.7,42,99-0877574,2013,South Carolina
Clayton,5.69,42,62-0997810,2013,Texas
Other,5.68,42,504713,2013,Mississippi
Clayton,5.61,42,7162800002,2013,Kansas
Clayton,5.61,42,7162800002,2013,Kansas
Clayton,5.61,42,7162800002,2013,Tennessee
Other,5.56,42,60884,2013,North Dakota
Clayton,5.55,42,62-0997810,2013,Virginia
Clayton,5.54,42,7162800002,2013,Arkansas
Other,5.52,42,58214,2013,Pennsylvania
Clayton,5.51,42,62-0997810,2013,Texas
Clayton,5.48,42,7162800002,2013,Arkansas
Clayton,5.48,42,62-0997810,2013,Kentucky
Clayton,5.47,42,7162800002,2013,Louisiana
Clayton,5.41,42,7162800002,2013,Mississippi
Other,5.39,42,13955,2013,Tennessee
Clayton,5.37,42,7162800002,2013,Texas
Clayton,5.35,42,7162800002,2013,South Carolina
Clayton,5.35,42,7162800002,2013,South Carolina
Other,5.34,42,479839,2013,Tennessee
Other,5.31,42,29028,2013,Louisiana
Other,5.29,42,19101,2013,Maryland
Clayton,5.28,42,7162800002,2013,Texas
Clayton,5.27,42,7162800002,2013,Texas
Clayton,5.27,42,7162800002,2013,Texas
Clayton,5.27,42,7162800002,2013,Texas
Clayton,5.27,42,7162800002,2013,Louisiana
Clayton,5.26,42,7162800002,2013,Kentucky
Clayton,5.26,42,7162800002,2013,Mississippi
Clayton,5.26,42,7162800002,2013,Texas
Clayton,5.24,42,62-0997810,2013,South Carolina
Other,5.22,42,14592,2013,Mississippi
Other,5.2,42,12854,2013,New York
Other,5.19,42,61755,2013,Michigan
Other,5.18,42,24382,2013,Minnesota
Clayton,5.12,42,7162800002,2013,California
Other,5.12,42,2759,2013,Kentucky
Clayton,5.1,42,7162800002,2013,Texas
Clayton,5.1,42,62-0997810,2013,Texas
Other,5.1,42,504713,2013,Alabama
Other,5.07,42,491822,2013,West Virginia
Clayton,5.06,42,7162800002,2013,New York
Clayton,5.06,42,62-0997810,2013,Virginia
Other,5.04,42,18012,2013,New Hampshire
Other,5.04,42,504713,2013,Louisiana
Clayton,5.02,42,62-0997810,2013,West Virginia
Other,5.01,42,20429,2013,Alabama
Clayton,5,42,62-0997810,2013,Louisiana
Other,4.97,42,62710,2013,Louisiana
Clayton,4.96,42,62-0997810,2013,Virginia
Other,4.91,42,19531,2013,Maine
Clayton,4.9,42,7162800002,2013,Texas
Other,4.89,42,705740,2013,Delaware
Clayton,4.88,42,62-0997810,2013,Texas
Clayton,4.88,42,62-0997810,2013,Oklahoma
Other,4.87,42,504713,2013,Mississippi
Other,4.86,42,18519,2013,Arkansas
Clayton,4.84,42,62-0997810,2013,Texas
Clayton,4.82,42,62-0997810,2013,North Carolina
Clayton,4.79,42,62-0997810,2013,Kentucky
Other,4.79,42,12854,2013,Kentucky
Other,4.79,42,67173,2013,
Other,4.78,42,504713,2013,Oklahoma
Other,4.78,42,32737,2013,Florida
Other,4.78,42,62710,2013,Louisiana
Clayton,4.77,42,62-0997810,2013,North Carolina
Clayton,4.77,42,7162800002,2013,Mississippi
Clayton,4.76,42,62-0997810,2013,South Carolina
Other,4.76,42,504713,2013,California
Clayton,4.75,42,62-0997810,2013,South Carolina
Other,4.75,42,99-0877574,2013,Mississippi
Clayton,4.71,42,62-0997810,2013,Florida
Clayton,4.7,42,62-0997810,2013,North Carolina
Clayton,4.68,42,7162800002,2013,Texas
Clayton,4.68,42,62-0997810,2013,South Carolina
Clayton,4.66,42,62-0997810,2013,North Carolina
Other,4.66,42,99-0877574,2013,North Carolina
Clayton,4.65,42,7162800002,2013,Alabama
Other,4.65,42,57554,2013,Alabama
Clayton,4.64,42,7162800002,2013,Alabama
Clayton,4.63,42,62-0997810,2013,North Carolina
Other,4.63,42,716697,2013,Kentucky
Other,4.63,42,6104,2013,Tennessee
Other,4.61,42,62710,2013,Louisiana
Other,4.58,42,9678,2013,Kentucky
Other,4.58,42,62710,2013,Louisiana
Clayton,4.56,42,62-0997810,2013,Indiana
Other,4.56,42,504713,2013,Mississippi
Other,4.55,42,67173,2013,
Other,4.52,42,1060,2013,Missouri
Other,4.52,42,13955,2013,Tennessee
Clayton,4.51,42,7162800002,2013,Florida
Other,4.51,42,12190,2013,Texas
Other,4.5,42,504713,2013,Louisiana
Other,4.49,42,1184,2013,Texas
Clayton,4.48,42,62-0997810,2013,Tennessee
Clayton,4.46,42,62-0997810,2013,Louisiana
Other,4.45,42,504713,2013,Texas
Other,4.44,42,29028,2013,Louisiana
Clayton,4.42,42,62-0997810,2013,Texas
Other,4.42,42,99-0877574,2013,South Carolina
Other,4.41,42,504713,2013,Arkansas
Clayton,4.39,42,7162800002,2013,Texas
Other,4.38,42,517900,2013,New Jersey
Other,4.38,42,67173,2013,
Other,4.36,42,504713,2013,Iowa
Other,4.36,42,504713,2013,Louisiana
Clayton,4.29,42,62-0997810,2013,Kentucky
Clayton,4.29,42,62-0997810,2013,Kentucky
Other,4.29,42,24382,2013,Mississippi
Other,4.27,42,504713,2013,Alabama
Clayton,4.25,42,62-0997810,2013,Delaware
Clayton,4.25,42,62-0997810,2013,Texas
Other,4.25,42,34121,2013,Mississippi
Clayton,4.24,42,62-0997810,2013,Texas
Clayton,4.24,42,7162800002,2013,Alabama
Other,4.24,42,517900,2013,New Jersey
Other,4.23,42,10536,2013,South Carolina
Clayton,4.22,42,62-0997810,2013,Texas
Clayton,4.21,42,7162800002,2013,Florida
Other,4.19,42,703575,2013,Georgia
Other,4.18,42,16753,2013,Texas
Other,4.13,42,20353,2013,Louisiana
Clayton,4.12,42,62-0997810,2013,Tennessee
Other,4.11,42,2036,2013,Ohio
Clayton,4.1,42,62-0997810,2013,Indiana
Other,4.1,42,18012,2013,Maine
Clayton,4.08,42,7162800002,2013,Florida
Other,4.01,42,13425,2013,Mississippi
Other,4.01,42,99-0877574,2013,Mississippi
Other,4.01,42,1711,2013,Tennessee
Clayton,3.97,42,62-0997810,2013,Tennessee
Other,3.97,42,57451,2013,Washington
Other,3.96,42,12854,2013,Pennsylvania
Other,3.94,42,24382,2013,Colorado
Other,3.94,42,12854,2013,Pennsylvania
Other,3.94,42,10829,2013,Illinois
Other,3.9,42,504713,2013,Texas
Other,3.89,42,27510,2013,Alabama
Other,3.88,42,504713,2013,Oregon
Clayton,3.87,42,62-0997810,2013,Texas
Clayton,3.86,42,62-0997810,2013,West Virginia
Clayton,3.86,42,62-0997810,2013,Virginia
Clayton,3.86,42,62-0997810,2013,Louisiana
Other,3.86,42,761244,2013,Missouri
Other,3.84,42,12854,2013,Minnesota
Other,3.82,42,12854,2013,West Virginia
Other,3.82,42,151555,2013,Oklahoma
Clayton,3.81,42,62-0997810,2013,Missouri
Other,3.79,42,517900,2013,New York
Other,3.76,42,20134,2013,Georgia
Other,3.74,42,716697,2013,Kentucky
Other,3.74,42,99-0877574,2013,Florida
Other,3.74,42,13425,2013,Florida
Other,3.69,42,10534,2013,Louisiana
Other,3.67,42,4009,2013,South Dakota
Other,3.66,42,16546,2013,Louisiana
Other,3.65,42,99-0877574,2013,North Carolina
Other,3.62,42,29028,2013,Louisiana
Other,3.59,42,29028,2013,Louisiana
Other,3.58,42,504713,2013,Kentucky
Other,3.58,42,1253,2013,New York
Clayton,3.56,42,62-0997810,2013,Tennessee
Other,3.56,42,4009,2013,North Dakota
Other,3.56,42,4009,2013,South Dakota
Other,3.54,42,10004,2013,Arkansas
Other,3.53,42,24382,2013,California
Other,3.53,42,5903,2013,Mississippi
Other,3.53,42,1445943,2013,Kentucky
Other,3.49,42,57039,2013,Mississippi
Other,3.48,42,509811,2013,Kentucky
Other,3.48,42,1513,2013,
Clayton,3.47,42,62-0997810,2013,Texas
Other,3.47,42,58382,2013,Alabama
Other,3.47,42,13425,2013,South Carolina
Other,3.47,42,99-0877574,2013,South Carolina
Other,3.44,42,504713,2013,Mississippi
Other,3.44,42,34517,2013,Tennessee
Other,3.39,42,8083,2013,Iowa
Clayton,3.35,42,62-0997810,2013,Louisiana
Other,3.35,42,20818,2013,Tennessee
Other,3.35,42,22311,2013,Florida
Other,3.34,42,517900,2013,New Jersey
Clayton,3.31,42,62-0997810,2013,Alabama
Other,3.29,42,10886,2013,West Virginia
Other,3.28,42,24063,2013,South Carolina
Other,3.25,42,24382,2013,California
Other,3.22,42,3238,2013,Arizona
Other,3.22,42,876634,2013,Florida
Other,3.19,42,644,2013,Pennsylvania
Other,3.18,42,504713,2013,Tennessee
Other,3.18,42,716697,2013,West Virginia
Other,3.17,42,15467,2013,Texas
Other,3.16,42,24382,2013,Arizona
Other,3.16,42,151555,2013,Oklahoma
Other,3.15,42,542649,2013,Michigan
Other,3.15,42,13425,2013,Alabama
Other,3.15,42,99-0877574,2013,Alabama
Other,3.14,42,66699,2013,Massachusetts
Other,3.13,42,1354,2013,New York
Other,3.13,42,1354,2013,Pennsylvania
Other,3.13,42,9260,2013,Michigan
Other,3.12,42,504713,2013,Alabama
Other,3.09,42,25173,2013,Indiana
Other,3.08,42,21389,2013,Kansas
Other,3.07,42,99-0877574,2013,South Carolina
Other,3.06,42,1007846,2013,Pennsylvania
Other,3.04,42,1253,2013,New York
Other,3.04,42,27476,2013,Oklahoma
Other,3.04,42,4009,2013,South Dakota
Other,3.04,42,504713,2013,Alabama
Other,3.03,42,1189117,2013,North Carolina
Other,3.03,42,29028,2013,Louisiana
Other,3.02,42,1060,2013,Missouri
Other,3.01,42,25726,2013,California
Other,2.99,42,99-0877574,2013,South Carolina
Other,2.99,42,13425,2013,South Carolina
Other,2.99,42,99-0877574,2013,South Carolina
Other,2.97,42,1189117,2013,North Carolina
Other,2.95,42,324,2013,Mississippi
Other,2.93,42,8878,2013,Louisiana
Other,2.86,42,24382,2013,New York
Other,2.83,42,10886,2013,Illinois
Other,2.82,42,16249,2013,Iowa
Other,2.8,42,4208,2013,Texas
Other,2.8,42,1007846,2013,Kansas
Other,2.76,42,504713,2013,New Mexico
Other,2.75,42,1007846,2013,Pennsylvania
Other,2.73,42,29028,2013,Louisiana
Other,2.7,42,34611,2013,Arkansas
Other,2.7,42,24382,2013,Texas
Clayton,2.68,42,62-0997810,2013,Tennessee
Other,2.67,42,24497,2013,Alabama
Other,2.63,42,504713,2013,Alabama
Clayton,2.6,42,62-0997810,2013,Tennessee
